SIG|TRIP|ID|TimeStamp|No
Q|!xowAT4Z3VQ||Wed 28 Mar 2018 00:03:07|462
Q|!xowAT4Z3VQ||Wed 28 Mar 2018 00:06:34|463
Q|!xowAT4Z3VQ||Wed 28 Mar 2018 00:09:48|464
Q|!xowAT4Z3VQ||Wed 28 Mar 2018 00:32:40|465
Q|!xowAT4Z3VQ||Wed 28 Mar 2018 00:35:38|466
Q|!xowAT4Z3VQ|1a8912 |Wed 28 Mar 2018 00:42:33|815814
Q|!xowAT4Z3VQ|1a8912 |Wed 28 Mar 2018 00:45:17|815876
Q|!xowAT4Z3VQ|8c2307 |Wed 28 Mar 2018 10:22:04|818800
Q|!xowAT4Z3VQ|24b2f2 |Wed 28 Mar 2018 16:17:02|821975
Q|!xowAT4Z3VQ|24b2f2 |Wed 28 Mar 2018 16:25:54|822075
Q|!xowAT4Z3VQ|24b2f2 |Wed 28 Mar 2018 16:30:29|822135
Q|!xowAT4Z3VQ|24b2f2 |Wed 28 Mar 2018 16:36:39|822219
Q|!xowAT4Z3VQ|23de7f |Wed 28 Mar 2018 22:14:46|825890
Q|!xowAT4Z3VQ|23de7f |Wed 28 Mar 2018 22:17:17|825929
Q|!xowAT4Z3VQ|23de7f |Wed 28 Mar 2018 22:22:25|826012
Anonymous||23de7f |Wed 28 Mar 2018 22:25:10|826061
Q|!xowAT4Z3VQ|23de7f |Wed 28 Mar 2018 22:27:50|826106
Q|!xowAT4Z3VQ|23de7f |Wed 28 Mar 2018 22:34:06|826180
Q|!xowAT4Z3VQ|e9c4ae |Wed 28 Mar 2018 22:58:38|826600
Q|!xowAT4Z3VQ|e2706e |Thu 29 Mar 2018 00:27:26|827855
Q|!xowAT4Z3VQ|3feab4 |Mon 02 Apr 2018 21:47:41|873495
Q|!xowAT4Z3VQ|3feab4 |Mon 02 Apr 2018 21:54:07|873589
Q|!xowAT4Z3VQ|3feab4 |Mon 02 Apr 2018 21:57:40|873643
Q|!xowAT4Z3VQ|3f89a5 |Mon 02 Apr 2018 22:18:08|873935
Q|!xowAT4Z3VQ|3f89a5 |Mon 02 Apr 2018 22:24:40|874050
Q|!xowAT4Z3VQ|491f56 |Mon 02 Apr 2018 23:45:09|875265
Q|!xowAT4Z3VQ|491f56 |Mon 02 Apr 2018 23:47:24|875289
Q|!xowAT4Z3VQ|491f56 |Mon 02 Apr 2018 23:57:10|875455
Q|!xowAT4Z3VQ|491f56 |Tue 03 Apr 2018 00:03:57|875587
Q|!xowAT4Z3VQ|491f56 |Tue 03 Apr 2018 00:18:17|875827
Q|!xowAT4Z3VQ|491f56 |Tue 03 Apr 2018 00:23:03|875936
Q|!xowAT4Z3VQ|491f56 |Tue 03 Apr 2018 00:25:08|875988
Q|!xowAT4Z3VQ|463ae0 |Tue 03 Apr 2018 20:42:09|884736
Q|!xowAT4Z3VQ|463ae0 |Tue 03 Apr 2018 20:43:55|884763
Q|!xowAT4Z3VQ|463ae0 |Tue 03 Apr 2018 20:45:50|884799
Q|!xowAT4Z3VQ|3474d4 |Tue 03 Apr 2018 20:49:59|884858
Q|!xowAT4Z3VQ|3474d4 |Tue 03 Apr 2018 20:57:04|885005
Q|!xowAT4Z3VQ|3474d4 |Tue 03 Apr 2018 20:57:49|885027
Q|!xowAT4Z3VQ|3474d4 |Tue 03 Apr 2018 21:11:01|885319
Q|!xowAT4Z3VQ|3474d4 |Tue 03 Apr 2018 21:18:12|885486
Q|!xowAT4Z3VQ|3474d4 |Tue 03 Apr 2018 21:18:46|885501
Q|!xowAT4Z3VQ|3474d4 |Tue 03 Apr 2018 21:19:37|885519
Q|!xowAT4Z3VQ|c7ccb9 |Tue 03 Apr 2018 22:02:45|885992
Q|!xowAT4Z3VQ|c7ccb9 |Tue 03 Apr 2018 22:07:50|886086
Q|!xowAT4Z3VQ|c7ccb9 |Tue 03 Apr 2018 22:17:28|886265
Q|!xowAT4Z3VQ|8071a4 |Wed 04 Apr 2018 15:52:00|893904
Q|!xowAT4Z3VQ|8071a4 |Wed 04 Apr 2018 16:05:21|894110
Q|!xowAT4Z3VQ|72997f |Wed 04 Apr 2018 16:24:51|894401
Q|!xowAT4Z3VQ|72997f |Wed 04 Apr 2018 16:28:25|894467
Q|!xowAT4Z3VQ|72997f |Wed 04 Apr 2018 16:34:00|894571
Q|!xowAT4Z3VQ|72997f |Wed 04 Apr 2018 16:38:13|894658
Q|!xowAT4Z3VQ|72997f |Wed 04 Apr 2018 16:39:57|894699
Q|!xowAT4Z3VQ|73f652 |Wed 04 Apr 2018 18:09:08|896069
Q|!xowAT4Z3VQ|73f652 |Wed 04 Apr 2018 18:15:57|896184
Q|!xowAT4Z3VQ|73f652 |Wed 04 Apr 2018 18:21:47|896266
Q|!xowAT4Z3VQ|73f652 |Wed 04 Apr 2018 18:25:08|896320
Q|!xowAT4Z3VQ|73f652 |Wed 04 Apr 2018 18:43:17|896591
Q|!xowAT4Z3VQ|169658 |Wed 04 Apr 2018 18:46:41|896621
Q|!xowAT4Z3VQ|169658 |Wed 04 Apr 2018 19:02:33|896860
Q|!xowAT4Z3VQ|169658 |Wed 04 Apr 2018 19:16:46|897116
Q|!xowAT4Z3VQ|169658 |Wed 04 Apr 2018 19:21:22|897229
Q|!xowAT4Z3VQ|3c2872 |Wed 04 Apr 2018 20:57:38|898668
Q|!xowAT4Z3VQ|0735b2 |Wed 04 Apr 2018 21:19:55|898990
Q|!xowAT4Z3VQ|33a3aa |Wed 04 Apr 2018 21:41:40|899345
Q|!xowAT4Z3VQ|33a3aa |Wed 04 Apr 2018 21:45:45|899433
Q|!xowAT4Z3VQ|79278c |Thu 05 Apr 2018 01:10:03|902317
Q|!xowAT4Z3VQ|19b49c |Thu 05 Apr 2018 23:35:21|913746
Q|!xowAT4Z3VQ|19b49c |Thu 05 Apr 2018 23:54:05|914023
Q|!xowAT4Z3VQ|19b49c |Fri 06 Apr 2018 00:01:50|914165
Q|!xowAT4Z3VQ|db01ff |Fri 06 Apr 2018 00:22:15|914461
Q|!xowAT4Z3VQ|db01ff |Fri 06 Apr 2018 00:24:13|914510
Q|!xowAT4Z3VQ|db01ff |Fri 06 Apr 2018 00:26:36|914569
Q|!xowAT4Z3VQ|db01ff |Fri 06 Apr 2018 00:27:29|914594
Q|!xowAT4Z3VQ|dcd658 |Fri 06 Apr 2018 00:49:13|915004
Q|!xowAT4Z3VQ|311352 |Fri 06 Apr 2018 02:16:37|916218
Q|!xowAT4Z3VQ|311352 |Fri 06 Apr 2018 02:20:00|916268
Q|!xowAT4Z3VQ|357f8c |Fri 06 Apr 2018 11:46:52|919423
Q|!xowAT4Z3VQ|357f8c |Fri 06 Apr 2018 11:50:01|919456
Q|!xowAT4Z3VQ|357f8c |Fri 06 Apr 2018 11:53:38|919513
Q|!xowAT4Z3VQ|03213a |Fri 06 Apr 2018 15:10:07|922028
Q|!xowAT4Z3VQ|03213a |Fri 06 Apr 2018 15:17:40|922142
Q|!xowAT4Z3VQ|03213a |Fri 06 Apr 2018 15:22:28|922237
Q|!xowAT4Z3VQ|03213a |Fri 06 Apr 2018 15:27:43|922343
Q|!xowAT4Z3VQ|03213a |Fri 06 Apr 2018 15:35:22|922509
Q|!xowAT4Z3VQ|03213a |Fri 06 Apr 2018 15:39:08|922596
Q|!xowAT4Z3VQ|03213a |Fri 06 Apr 2018 15:42:27|922685
Q|!xowAT4Z3VQ|e90a51 |Fri 06 Apr 2018 15:48:46|922794
Q|!xowAT4Z3VQ|e90a51 |Fri 06 Apr 2018 15:55:21|922915
Q|!xowAT4Z3VQ|4faef7 |Fri 06 Apr 2018 16:55:42|924039
Q|!xowAT4Z3VQ|4faef7 |Fri 06 Apr 2018 17:05:43|924224
Q|!xowAT4Z3VQ|a876c2 |Fri 06 Apr 2018 17:15:37|924391
Q|!xowAT4Z3VQ|a876c2 |Fri 06 Apr 2018 17:39:48|924883
Q|!xowAT4Z3VQ|207e52 |Fri 06 Apr 2018 17:48:56|925052
Q|!xowAT4Z3VQ|207e52 |Fri 06 Apr 2018 18:01:36|925301
Q|!xowAT4Z3VQ|207e52 |Fri 06 Apr 2018 18:08:00|925426
Q|!xowAT4Z3VQ|207e52 |Fri 06 Apr 2018 18:30:31|925805
Q|!xowAT4Z3VQ|30d340 |Fri 06 Apr 2018 19:25:43|926674
Q|!xowAT4Z3VQ|30d340 |Fri 06 Apr 2018 19:29:25|926737
Q|!xowAT4Z3VQ|ae4d6b |Fri 06 Apr 2018 21:24:24|928461
Q|!xowAT4Z3VQ|ae4d6b |Fri 06 Apr 2018 21:28:53|928542
Q|!xowAT4Z3VQ|ae4d6b |Fri 06 Apr 2018 21:44:12|928818
Q|!xowAT4Z3VQ|0049db |Sat 07 Apr 2018 00:50:06|931260
Q|!xowAT4Z3VQ|d5a7f5 |Sat 07 Apr 2018 02:43:53|932518
Q|!xowAT4Z3VQ|8153b1 |Sat 07 Apr 2018 03:17:48|932846
Q|!xowAT4Z3VQ|8153b1 |Sat 07 Apr 2018 03:23:35|932911
Q|!xowAT4Z3VQ|383caa |Sat 07 Apr 2018 12:02:43|936050
Q|!xowAT4Z3VQ|383caa |Sat 07 Apr 2018 12:20:41|936314
Q|!xowAT4Z3VQ|383caa |Sat 07 Apr 2018 12:30:31|936472
Q|!xowAT4Z3VQ|383caa |Sat 07 Apr 2018 12:32:47|936517
Q|!xowAT4Z3VQ|383caa |Sat 07 Apr 2018 12:38:47|936660
Q|!xowAT4Z3VQ|9da7c7 |Sat 07 Apr 2018 13:30:01|937520
Q|!xowAT4Z3VQ|bfcbf7 |Sat 07 Apr 2018 14:16:30|938177
Q|!xowAT4Z3VQ|d1eeb8 |Sat 07 Apr 2018 14:33:58|938439
Q|!xowAT4Z3VQ|d1eeb8 |Sat 07 Apr 2018 14:51:35|938749
Q|!xowAT4Z3VQ|c96828 |Sun 08 Apr 2018 01:09:53|946456
Q|!xowAT4Z3VQ|c96828 |Sun 08 Apr 2018 01:15:40|946546
Q|!xowAT4Z3VQ|c96828 |Sun 08 Apr 2018 01:24:59|946691
Q|!xowAT4Z3VQ|d6f611 |Sun 08 Apr 2018 01:48:59|947065
Q|!xowAT4Z3VQ|e23926 |Sun 08 Apr 2018 12:09:57|951358
Q|!xowAT4Z3VQ|a0205a |Sun 08 Apr 2018 14:15:14|952914
Q|!xowAT4Z3VQ|a0205a |Sun 08 Apr 2018 14:20:23|953009
Q|!xowAT4Z3VQ|a0205a |Sun 08 Apr 2018 14:24:39|953077
Q|!xowAT4Z3VQ|f685ca |Sun 08 Apr 2018 16:38:57|954786
Q|!xowAT4Z3VQ|f685ca |Sun 08 Apr 2018 16:40:57|954819
Q|!xowAT4Z3VQ|f685ca |Sun 08 Apr 2018 16:44:21|954903
Q|!xowAT4Z3VQ|198500 |Sun 08 Apr 2018 17:29:41|955601
Q|!xowAT4Z3VQ|198500 |Sun 08 Apr 2018 17:33:03|955656
Q|!xowAT4Z3VQ|198500 |Sun 08 Apr 2018 17:39:06|955760
Q|!xowAT4Z3VQ|198500 |Sun 08 Apr 2018 17:47:12|955902
Q|!xowAT4Z3VQ|198500 |Sun 08 Apr 2018 17:49:42|955952
Q|!xowAT4Z3VQ|1980e0 |Sun 08 Apr 2018 19:58:54|957870
Q|!xowAT4Z3VQ|1980e0 |Sun 08 Apr 2018 20:07:40|958033
Q|!xowAT4Z3VQ|1980e0 |Sun 08 Apr 2018 20:28:23|958466
Q|!xowAT4Z3VQ|1980e0 |Sun 08 Apr 2018 20:32:56|958554
Q|!xowAT4Z3VQ|2706bb |Sun 08 Apr 2018 20:39:12|958655
Q|!xowAT4Z3VQ|2706bb |Sun 08 Apr 2018 20:50:07|958888
Q|!xowAT4Z3VQ|2706bb |Sun 08 Apr 2018 20:53:50|958988
Q|!xowAT4Z3VQ|7ec299 |Mon 09 Apr 2018 12:16:28|966637
Q|!xowAT4Z3VQ|7ec299 |Mon 09 Apr 2018 12:33:48|966859
Q|!xowAT4Z3VQ|7ec299 |Mon 09 Apr 2018 12:55:43|967105
Q|!xowAT4Z3VQ|7ec299 |Mon 09 Apr 2018 12:58:45|967161
Q|!xowAT4Z3VQ|28003e |Mon 09 Apr 2018 13:09:25|967331
Q|!xowAT4Z3VQ|28003e |Mon 09 Apr 2018 13:12:03|967390
Q|!xowAT4Z3VQ|28003e |Mon 09 Apr 2018 13:25:58|967752
Q|!xowAT4Z3VQ|28003e |Mon 09 Apr 2018 13:31:12|967875
Q|!xowAT4Z3VQ|2dba29 |Mon 09 Apr 2018 14:20:06|968804
Q|!xowAT4Z3VQ|67fb5a |Mon 09 Apr 2018 15:27:40|969959
Q|!xowAT4Z3VQ|b7b547 |Mon 09 Apr 2018 18:23:14|972392
Q|!xowAT4Z3VQ|d9b428 |Mon 09 Apr 2018 19:21:15|973341
Q|!xowAT4Z3VQ|d9b428 |Mon 09 Apr 2018 19:27:43|973468
Q|!xowAT4Z3VQ|d9b428 |Mon 09 Apr 2018 19:36:08|973651
Q|!xowAT4Z3VQ|0cd760 |Mon 09 Apr 2018 20:33:59|974537
Q|!xowAT4Z3VQ|0cd760 |Mon 09 Apr 2018 20:49:30|974802
Q|!xowAT4Z3VQ|83ca4f |Mon 09 Apr 2018 23:59:12|977691
Q|!xowAT4Z3VQ|83ca4f |Tue 10 Apr 2018 00:19:12|978017
Q|!xowAT4Z3VQ|83ca4f |Tue 10 Apr 2018 00:25:02|978104
Q|!xowAT4Z3VQ|83ca4f |Tue 10 Apr 2018 00:43:56|978383
Q|!xowAT4Z3VQ|bbd970 |Tue 10 Apr 2018 01:15:56|978771
Q|!xowAT4Z3VQ|bbd970 |Tue 10 Apr 2018 01:40:13|979093
Q|!xowAT4Z3VQ|466abe |Tue 10 Apr 2018 01:48:24|979213
Q|!xowAT4Z3VQ|f4282c |Tue 10 Apr 2018 11:11:02|982457
Q|!xowAT4Z3VQ|06cd81 |Tue 10 Apr 2018 15:16:11|985368
Q|!xowAT4Z3VQ|564897 |Wed 11 Apr 2018 19:07:42|1002643
Q|!xowAT4Z3VQ|564897 |Wed 11 Apr 2018 19:11:13|1002693
Q|!xowAT4Z3VQ|564897 |Wed 11 Apr 2018 19:13:36|1002729
Q|!xowAT4Z3VQ|564897 |Wed 11 Apr 2018 19:24:46|1002918
Q|!xowAT4Z3VQ|564897 |Wed 11 Apr 2018 19:32:17|1003054
Q|!xowAT4Z3VQ|a3385e |Wed 11 Apr 2018 20:08:47|1003596
Q|!xowAT4Z3VQ|6da08b |Wed 11 Apr 2018 20:38:44|1004087
Q|!xowAT4Z3VQ|13be8e |Wed 11 Apr 2018 21:22:02|1004880
Q|!xowAT4Z3VQ|e8e4fc |Wed 11 Apr 2018 22:09:57|1005902
Q|!xowAT4Z3VQ|f666d7 |Thu 12 Apr 2018 01:21:58|1008463
Q|!xowAT4Z3VQ|f666d7 |Thu 12 Apr 2018 01:23:59|1008491
Q|!xowAT4Z3VQ|f666d7 |Thu 12 Apr 2018 01:28:18|1008560
Q|!xowAT4Z3VQ|f666d7 |Thu 12 Apr 2018 01:36:28|1008693
Q|!xowAT4Z3VQ|832f44 |Thu 12 Apr 2018 01:57:23|1008955
Q|!xowAT4Z3VQ|832f44 |Thu 12 Apr 2018 02:02:49|1009048
Q|!xowAT4Z3VQ|48c59f |Thu 12 Apr 2018 16:35:10|1015000
Q|!xowAT4Z3VQ|48c59f |Thu 12 Apr 2018 16:36:19|1015015
Q|!xowAT4Z3VQ|48c59f |Thu 12 Apr 2018 16:51:42|1015262
Q|!xowAT4Z3VQ|48c59f |Thu 12 Apr 2018 17:00:41|1015438
Q|!xowAT4Z3VQ|48c59f |Thu 12 Apr 2018 17:14:11|1015665
Q|!xowAT4Z3VQ|18f5fc |Fri 13 Apr 2018 22:07:44|1032326
Q|!xowAT4Z3VQ|072bee |Sat 14 Apr 2018 14:24:45|1041555
Q|!xowAT4Z3VQ|bbec14 |Sun 15 Apr 2018 19:51:07|1055826
Q|!xowAT4Z3VQ|bbec14 |Sun 15 Apr 2018 19:57:32|1055924
Q|!xowAT4Z3VQ|bbec14 |Sun 15 Apr 2018 20:03:34|1056025
Q|!xowAT4Z3VQ|bbec14 |Sun 15 Apr 2018 20:06:18|1056087
Q|!xowAT4Z3VQ|531a51 |Sun 15 Apr 2018 20:27:37|1056554
Q|!xowAT4Z3VQ|531a51 |Sun 15 Apr 2018 20:31:10|1056602
Q|!xowAT4Z3VQ|531a51 |Sun 15 Apr 2018 20:56:54|1057159
Q|!xowAT4Z3VQ|531a51 |Sun 15 Apr 2018 20:59:33|1057223
Q|!xowAT4Z3VQ|b53533 |Sun 15 Apr 2018 21:06:25|1057351
Q|!xowAT4Z3VQ|b53533 |Sun 15 Apr 2018 21:13:18|1057509
Q|!xowAT4Z3VQ|b53533 |Sun 15 Apr 2018 21:18:10|1057619
Q|!xowAT4Z3VQ|b53533 |Sun 15 Apr 2018 21:24:25|1057770
Q|!xowAT4Z3VQ|b53533 |Sun 15 Apr 2018 21:25:04|1057786
Q|!xowAT4Z3VQ|b53533 |Sun 15 Apr 2018 21:30:01|1057899
Q|!xowAT4Z3VQ|1c4dbc |Sun 15 Apr 2018 22:06:56|1058722
Q|!xowAT4Z3VQ|1c4dbc |Sun 15 Apr 2018 22:10:21|1058804
Q|!xowAT4Z3VQ|26650b |Sun 15 Apr 2018 22:19:04|1058989
Q|!xowAT4Z3VQ|32a824 |Mon 16 Apr 2018 00:37:31|1061084
Q|!xowAT4Z3VQ|17dafb |Mon 16 Apr 2018 05:12:34|1062716
Q|!xowAT4Z3VQ|868799 |Mon 16 Apr 2018 10:07:12|1064089
Q|!xowAT4Z3VQ|868799 |Mon 16 Apr 2018 10:36:05|1064365
Q|!xowAT4Z3VQ|057416 |Mon 16 Apr 2018 11:25:24|1064908
Q|!xowAT4Z3VQ|551e62 |Tue 17 Apr 2018 06:48:15|1074761
Q|!xowAT4Z3VQ|551e62 |Tue 17 Apr 2018 06:53:02|1074782
Q|!xowAT4Z3VQ|551e62 |Tue 17 Apr 2018 06:53:50|1074788
Q|!xowAT4Z3VQ|551e62 |Tue 17 Apr 2018 07:16:34|1074956
Q|!xowAT4Z3VQ|551e62 |Tue 17 Apr 2018 07:18:17|1074969
Q|!xowAT4Z3VQ|58f549 |Tue 17 Apr 2018 16:51:28|1080429
Q|!xowAT4Z3VQ|58f549 |Tue 17 Apr 2018 16:52:40|1080446
Q|!xowAT4Z3VQ|0ea03e |Wed 18 Apr 2018 21:42:55|1095705
Q|!xowAT4Z3VQ|0ea03e |Wed 18 Apr 2018 21:44:28|1095728
Q|!xowAT4Z3VQ|1d60ad |Wed 18 Apr 2018 22:46:35|1096658
Q|!xowAT4Z3VQ|ff4010 |Thu 19 Apr 2018 01:17:16|1098359
Q|!xowAT4Z3VQ|d24602 |Thu 19 Apr 2018 17:50:50|1105041
Q|!xowAT4Z3VQ|d24602 |Thu 19 Apr 2018 17:54:59|1105115
Q|!xowAT4Z3VQ|d24602 |Thu 19 Apr 2018 18:03:58|1105264
Q|!xowAT4Z3VQ|d24602 |Thu 19 Apr 2018 18:09:22|1105360
Q|!xowAT4Z3VQ|549b47 |Thu 19 Apr 2018 19:53:11|1106719
Q|!xowAT4Z3VQ|549b47 |Thu 19 Apr 2018 19:53:31|1106728
Q|!xowAT4Z3VQ|549b47 |Thu 19 Apr 2018 20:04:31|1106873
Q|!xowAT4Z3VQ|549b47 |Thu 19 Apr 2018 20:19:21|1107080
Q|!xowAT4Z3VQ|e7ff65 |Thu 19 Apr 2018 21:03:30|1107754
Q|!xowAT4Z3VQ|e7ff65 |Thu 19 Apr 2018 21:05:21|1107796
Q|!xowAT4Z3VQ|eb1842 |Thu 19 Apr 2018 21:11:51|1107913
Q|!xowAT4Z3VQ|d7571e |Thu 19 Apr 2018 22:11:13|1108850
Q|!xowAT4Z3VQ|d7571e |Thu 19 Apr 2018 22:13:29|1108897
Q|!xowAT4Z3VQ|d7571e |Thu 19 Apr 2018 22:15:58|1108949
Q|!xowAT4Z3VQ|d7571e |Thu 19 Apr 2018 22:16:41|1108971
Q|!xowAT4Z3VQ|d7571e |Thu 19 Apr 2018 22:21:44|1109139
Q|!xowAT4Z3VQ|d7571e |Thu 19 Apr 2018 22:23:42|1109196
Q|!xowAT4Z3VQ|d7571e |Thu 19 Apr 2018 22:29:03|1109320
Q|!xowAT4Z3VQ|c14225 |Thu 19 Apr 2018 22:36:07|1109466
Q|!xowAT4Z3VQ|5a1150 |Fri 20 Apr 2018 13:43:14|1116248
Q|!xowAT4Z3VQ|5a1150 |Fri 20 Apr 2018 13:47:29|1116309
Q|!xowAT4Z3VQ|5a1150 |Fri 20 Apr 2018 13:48:56|1116344
Q|!xowAT4Z3VQ|382d04 |Fri 20 Apr 2018 14:45:12|1117177
Q|!xowAT4Z3VQ|948590 |Fri 20 Apr 2018 20:30:58|1121272
Q|!xowAT4Z3VQ|948590 |Fri 20 Apr 2018 20:36:21|1121353
Q|!xowAT4Z3VQ|948590 |Fri 20 Apr 2018 21:08:58|1121949
Q|!xowAT4Z3VQ|df4bad |Fri 20 Apr 2018 21:18:32|1122111
Q|!xowAT4Z3VQ|df4bad |Fri 20 Apr 2018 21:26:55|1122280
Q|!xowAT4Z3VQ|c95f7e |Fri 20 Apr 2018 22:12:34|1122995
Q|!xowAT4Z3VQ|c95f7e |Fri 20 Apr 2018 22:17:04|1123074
Q|!xowAT4Z3VQ|c95f7e |Fri 20 Apr 2018 22:26:43|1123269
Q|!xowAT4Z3VQ|c95f7e |Fri 20 Apr 2018 22:32:06|1123388
Q|!xowAT4Z3VQ|c95f7e |Fri 20 Apr 2018 22:37:07|1123499
Q|!xowAT4Z3VQ|e5f893 |Fri 20 Apr 2018 22:42:59|1123575
Q|!xowAT4Z3VQ|e5f893 |Fri 20 Apr 2018 22:48:28|1123696
Q|!xowAT4Z3VQ|e5f893 |Fri 20 Apr 2018 23:15:07|1124271
Q|!xowAT4Z3VQ|35d50c |Fri 20 Apr 2018 23:48:30|1124872
Q|!xowAT4Z3VQ|4b14c6 |Sat 21 Apr 2018 11:33:06|1130089
Q|!xowAT4Z3VQ|4b14c6 |Sat 21 Apr 2018 11:40:38|1130171
Q|!xowAT4Z3VQ|4b14c6 |Sat 21 Apr 2018 11:53:35|1130369
Q|!xowAT4Z3VQ|b23701 |Sat 21 Apr 2018 12:18:22|1130667
Q|!xowAT4Z3VQ|f49c4b |Sat 21 Apr 2018 12:56:16|1131191
Q|!xowAT4Z3VQ|f49c4b |Sat 21 Apr 2018 13:01:36|1131254
Q|!xowAT4Z3VQ|f49c4b |Sat 21 Apr 2018 13:02:17|1131266
Q|!xowAT4Z3VQ|f49c4b |Sat 21 Apr 2018 13:05:51|1131328
Q|!xowAT4Z3VQ|f49c4b |Sat 21 Apr 2018 13:28:51|1131741
Q|!xowAT4Z3VQ|f49c4b |Sat 21 Apr 2018 13:37:18|1131877
Q|!xowAT4Z3VQ|32d632 |Sat 21 Apr 2018 13:42:05|1131963
Q|!xowAT4Z3VQ|32d632 |Sat 21 Apr 2018 13:44:52|1132004
Q|!xowAT4Z3VQ|b7a0ab |Sat 21 Apr 2018 15:02:49|1133189
Q|!xowAT4Z3VQ|b7a0ab |Sat 21 Apr 2018 15:05:16|1133238
Q|!xowAT4Z3VQ|b7a0ab |Sat 21 Apr 2018 15:10:43|1133332
Q|!xowAT4Z3VQ|b7a0ab |Sat 21 Apr 2018 15:15:51|1133464
Q|!xowAT4Z3VQ|30e575 |Sat 21 Apr 2018 15:40:05|1133862
Q|!xowAT4Z3VQ|30e575 |Sat 21 Apr 2018 15:44:08|1133942
Q|!xowAT4Z3VQ|ba3f8a |Sun 22 Apr 2018 00:28:19|1140227
Q|!xowAT4Z3VQ|3e4934 |Sun 22 Apr 2018 01:11:34|1140780
Q|!xowAT4Z3VQ|3e4934 |Sun 22 Apr 2018 01:31:31|1141069
Q|!xowAT4Z3VQ|195414 |Sun 22 Apr 2018 13:58:19|1145824
Q|!xowAT4Z3VQ|c905b2 |Sun 22 Apr 2018 16:47:12|1147720
Q|!xowAT4Z3VQ|ebd936 |Sun 22 Apr 2018 23:22:32|1152145
Q|!xowAT4Z3VQ|a2d4d4 |Mon 23 Apr 2018 13:56:57|1157518
Q|!xowAT4Z3VQ|25d216 |Mon 23 Apr 2018 14:48:13|1158014
Q|!xowAT4Z3VQ|25d216 |Mon 23 Apr 2018 14:51:38|1158067
Q|!xowAT4Z3VQ|25d216 |Mon 23 Apr 2018 15:19:33|1158519
Q|!xowAT4Z3VQ|3b9a43 |Mon 23 Apr 2018 15:31:49|1158695
Q|!xowAT4Z3VQ|3b9a43 |Mon 23 Apr 2018 15:39:27|1158853
Q|!xowAT4Z3VQ|3b9a43 |Mon 23 Apr 2018 15:47:11|1159032
Q|!xowAT4Z3VQ|3b9a43 |Mon 23 Apr 2018 15:56:35|1159198
Q|!xowAT4Z3VQ|5b3c72 |Mon 23 Apr 2018 16:12:36|1159482
Q|!xowAT4Z3VQ|5b3c72 |Mon 23 Apr 2018 16:25:09|1159716
Q|!xowAT4Z3VQ|6e7a9b |Mon 23 Apr 2018 17:24:22|1160582
Q|!xowAT4Z3VQ|56807f |Mon 23 Apr 2018 19:27:14|1162020
Q|!xowAT4Z3VQ|ac300a |Mon 23 Apr 2018 22:56:53|1164847
Q|!xowAT4Z3VQ|bc4b43 |Tue 24 Apr 2018 11:27:03|1169101
Q|!xowAT4Z3VQ|bc4b43 |Tue 24 Apr 2018 11:30:18|1169138
Q|!xowAT4Z3VQ|bc4b43 |Tue 24 Apr 2018 11:37:59|1169241
Q|!xowAT4Z3VQ|bc4b43 |Tue 24 Apr 2018 11:42:14|1169294
Q|!xowAT4Z3VQ|bc4b43 |Tue 24 Apr 2018 11:45:00|1169345
Q|!xowAT4Z3VQ|bc4b43 |Tue 24 Apr 2018 11:48:44|1169419
Q|!xowAT4Z3VQ|5155b4 |Tue 24 Apr 2018 18:38:57|1173273
Q|!xowAT4Z3VQ|a4fd30 |Wed 25 Apr 2018 11:17:06|1180364
Q|!xowAT4Z3VQ|a4fd30 |Wed 25 Apr 2018 11:21:50|1180433
Q|!xowAT4Z3VQ|a4fd30 |Wed 25 Apr 2018 11:33:00|1180605
Q|!xowAT4Z3VQ|a4fd30 |Wed 25 Apr 2018 11:41:42|1180770
Q|!xowAT4Z3VQ|900681 |Wed 25 Apr 2018 12:08:22|1181185
Q|!xowAT4Z3VQ|900681 |Wed 25 Apr 2018 12:21:21|1181379
Q|!xowAT4Z3VQ|900681 |Wed 25 Apr 2018 12:23:51|1181425
Q|!xowAT4Z3VQ|031ee0 |Wed 25 Apr 2018 15:05:13|1183319
Q|!xowAT4Z3VQ|c2ded6 |Wed 25 Apr 2018 16:33:17|1184271
Q|!xowAT4Z3VQ|025fdf |Wed 25 Apr 2018 19:37:45|1187000
Q|!xowAT4Z3VQ|025fdf |Wed 25 Apr 2018 19:38:48|1187021
Q|!xowAT4Z3VQ|8fd529 |Wed 25 Apr 2018 20:11:11|1187631
Q|!xowAT4Z3VQ|8fd529 |Wed 25 Apr 2018 20:18:54|1187806
Q|!xowAT4Z3VQ|4da1a4 |Wed 25 Apr 2018 21:36:15|1189217
Q|!xowAT4Z3VQ|1f0a66 |Thu 26 Apr 2018 15:01:03|1197560
Q|!xowAT4Z3VQ|1f0a66 |Thu 26 Apr 2018 15:16:46|1197788
Q|!xowAT4Z3VQ|f37e49 |Thu 26 Apr 2018 16:40:47|1198932
Q|!xowAT4Z3VQ|3c7fe2 |Thu 26 Apr 2018 21:48:19|1203057
Q|!xowAT4Z3VQ|3c7fe2 |Thu 26 Apr 2018 22:01:50|1203338
Q|!xowAT4Z3VQ|440d98 |Fri 27 Apr 2018 14:26:42|1211294
